index,uuid,driver_version,name,gpu_serial,display_active,display_mode
0,GPU-89f7146e-9864-a874-a024-4b4c620d8f98,460.32.03,Tesla V100-SXM2-32GB,1565019013376,Disabled,Enabled

pid,process_name,gpu_uuid,gpu_name,used_memory

index,utilization_gpu,memory_total,memory_used,memory_free,timestamp
0,0,32510,20580,11930,2023/07/01 13:09:08.643
0,0,32510,20580,11930,2023/07/01 13:09:38.705
0,0,32510,20580,11930,2023/07/01 13:10:08.768
0,74,32510,20580,11930,2023/07/01 13:10:38.846
0,0,32510,20580,11930,2023/07/01 13:11:08.885
0,10,32510,20580,11930,2023/07/01 13:11:38.963
0,0,32510,20580,11930,2023/07/01 13:12:09.025
0,39,32510,20580,11930,2023/07/01 13:12:39.087
0,0,32510,20580,11930,2023/07/01 13:13:09.154
0,0,32510,20580,11930,2023/07/01 13:13:39.214
0,72,32510,20580,11930,2023/07/01 13:14:09.274
0,45,32510,20580,11930,2023/07/01 13:14:39.362
0,54,32510,20580,11930,2023/07/01 13:15:09.450
0,0,32510,20580,11930,2023/07/01 13:15:39.488
0,0,32510,20580,11930,2023/07/01 13:16:09.560
0,46,32510,20580,11930,2023/07/01 13:16:39.650
0,0,32510,20580,11930,2023/07/01 13:17:09.708
0,28,32510,20580,11930,2023/07/01 13:17:39.790
0,17,32510,20580,11930,2023/07/01 13:18:09.863
0,68,32510,20580,11930,2023/07/01 13:18:39.950
0,21,32510,20580,11930,2023/07/01 13:19:10.047
0,37,32510,20580,11930,2023/07/01 13:19:40.099
0,0,32510,20580,11930,2023/07/01 13:20:10.163
0,18,32510,20580,11930,2023/07/01 13:20:40.259
0,21,32510,20580,11930,2023/07/01 13:21:10.361
0,0,32510,20580,11930,2023/07/01 13:21:40.422
0,0,32510,20580,11930,2023/07/01 13:22:10.487
0,0,32510,20580,11930,2023/07/01 13:22:40.563
0,0,32510,20580,11930,2023/07/01 13:23:10.610
0,35,32510,20580,11930,2023/07/01 13:23:40.667
0,61,32510,20580,11930,2023/07/01 13:24:10.745
0,0,32510,20580,11930,2023/07/01 13:24:40.806
0,38,32510,20580,11930,2023/07/01 13:25:10.858
0,0,32510,20580,11930,2023/07/01 13:25:40.900
0,0,32510,20580,11930,2023/07/01 13:26:10.962
0,63,32510,20580,11930,2023/07/01 13:26:41.050
0,0,32510,20580,11930,2023/07/01 13:27:11.111
0,32,32510,20580,11930,2023/07/01 13:27:41.165
0,3,32510,20580,11930,2023/07/01 13:28:11.223
0,0,32510,20580,11930,2023/07/01 13:28:41.287
0,3,32510,20580,11930,2023/07/01 13:29:11.325
0,0,32510,20580,11930,2023/07/01 13:29:41.374
0,100,32510,20580,11930,2023/07/01 13:30:11.458
0,79,32510,20580,11930,2023/07/01 13:30:41.497
0,0,32510,20580,11930,2023/07/01 13:31:11.562
0,0,32510,20580,11930,2023/07/01 13:31:41.622
0,0,32510,20580,11930,2023/07/01 13:32:11.684
0,84,32510,20580,11930,2023/07/01 13:32:41.763
0,0,32510,20580,11930,2023/07/01 13:33:11.827
0,0,32510,20580,11930,2023/07/01 13:33:41.876
0,0,32510,20580,11930,2023/07/01 13:34:11.964
0,0,32510,20580,11930,2023/07/01 13:34:42.025
0,0,32510,20580,11930,2023/07/01 13:35:12.056
0,0,32510,20580,11930,2023/07/01 13:35:42.122
0,0,32510,20580,11930,2023/07/01 13:36:12.168
0,0,32510,20580,11930,2023/07/01 13:36:42.226
0,58,32510,20580,11930,2023/07/01 13:37:12.285
0,71,32510,20580,11930,2023/07/01 13:37:42.358
0,56,32510,20580,11930,2023/07/01 13:38:12.445
0,77,32510,20580,11930,2023/07/01 13:38:42.506
0,0,32510,20580,11930,2023/07/01 13:39:12.594
0,0,32510,20580,11930,2023/07/01 13:39:42.661
0,0,32510,20580,11930,2023/07/01 13:40:12.709
0,0,32510,20580,11930,2023/07/01 13:40:42.771
0,0,32510,20580,11930,2023/07/01 13:41:12.838
0,0,32510,20580,11930,2023/07/01 13:41:42.878
0,42,32510,20580,11930,2023/07/01 13:42:12.961
0,0,32510,20580,11930,2023/07/01 13:42:43.023
0,41,32510,20580,11930,2023/07/01 13:43:13.087
0,53,32510,20580,11930,2023/07/01 13:43:43.149
0,2,32510,20580,11930,2023/07/01 13:44:13.205
0,22,32510,20580,11930,2023/07/01 13:44:43.266
0,0,32510,20580,11930,2023/07/01 13:45:13.340
0,0,32510,20580,11930,2023/07/01 13:45:43.403
0,0,32510,20580,11930,2023/07/01 13:46:13.465
0,0,32510,20580,11930,2023/07/01 13:46:43.539
0,100,32510,20580,11930,2023/07/01 13:47:13.640
0,0,32510,20580,11930,2023/07/01 13:47:43.703
0,38,32510,20580,11930,2023/07/01 13:48:13.763
0,6,32510,20580,11930,2023/07/01 13:48:43.840
0,0,32510,20580,11930,2023/07/01 13:49:13.901
0,42,32510,20580,11930,2023/07/01 13:49:43.962
0,41,32510,20580,11930,2023/07/01 13:50:14.049
0,0,32510,20580,11930,2023/07/01 13:50:44.095
0,17,32510,20580,11930,2023/07/01 13:51:14.159
0,58,32510,20580,11930,2023/07/01 13:51:44.237
0,0,32510,20580,11930,2023/07/01 13:52:14.271
0,54,32510,20580,11930,2023/07/01 13:52:44.359
0,0,32510,20580,11930,2023/07/01 13:53:14.396
0,15,32510,20580,11930,2023/07/01 13:53:44.459
0,91,32510,20580,11930,2023/07/01 13:54:14.521
0,0,32510,20580,11930,2023/07/01 13:54:44.581
0,0,32510,20580,11930,2023/07/01 13:55:14.647
0,0,32510,20580,11930,2023/07/01 13:55:44.711
0,0,32510,20580,11930,2023/07/01 13:56:14.763
0,69,32510,20580,11930,2023/07/01 13:56:44.856
0,0,32510,20580,11930,2023/07/01 13:57:14.896
0,32,32510,20580,11930,2023/07/01 13:57:44.959
0,0,32510,20580,11930,2023/07/01 13:58:15.014
0,42,32510,20580,11930,2023/07/01 13:58:45.068
0,0,32510,20580,11930,2023/07/01 13:59:15.139
0,0,32510,20580,11930,2023/07/01 13:59:45.203
0,59,32510,20580,11930,2023/07/01 14:00:15.265
0,26,32510,20580,11930,2023/07/01 14:00:45.346
0,0,32510,20580,11930,2023/07/01 14:01:15.385
0,23,32510,20580,11930,2023/07/01 14:01:45.469
0,0,32510,20580,11930,2023/07/01 14:02:15.539
0,0,32510,20580,11930,2023/07/01 14:02:45.603
0,0,32510,20580,11930,2023/07/01 14:03:15.648
0,85,32510,20580,11930,2023/07/01 14:03:45.732
0,36,32510,20580,11930,2023/07/01 14:04:15.797
0,0,32510,20580,11930,2023/07/01 14:04:45.861
0,0,32510,20580,11930,2023/07/01 14:05:15.922
0,100,32510,20580,11930,2023/07/01 14:05:45.979
0,78,32510,20580,11930,2023/07/01 14:06:16.039
0,0,32510,20580,11930,2023/07/01 14:06:46.081
0,0,32510,20580,11930,2023/07/01 14:07:16.147
0,38,32510,20580,11930,2023/07/01 14:07:46.247
0,0,32510,20580,11930,2023/07/01 14:08:16.306
0,6,32510,20580,11930,2023/07/01 14:08:46.367
0,0,32510,20580,11930,2023/07/01 14:09:16.441
0,0,32510,20580,11930,2023/07/01 14:09:46.494
0,36,32510,20580,11930,2023/07/01 14:10:16.553
0,0,32510,20580,11930,2023/07/01 14:10:46.611
0,0,32510,20580,11930,2023/07/01 14:11:16.674
0,0,32510,20580,11930,2023/07/01 14:11:46.746
0,21,32510,20580,11930,2023/07/01 14:12:16.848
0,60,32510,20580,11930,2023/07/01 14:12:46.932
0,0,32510,20580,11930,2023/07/01 14:13:16.994
0,0,32510,20580,11930,2023/07/01 14:13:47.093
0,45,32510,20580,11930,2023/07/01 14:14:17.157
0,44,32510,20580,11930,2023/07/01 14:14:47.246
0,32,32510,20580,11930,2023/07/01 14:15:17.338
0,15,32510,20580,11930,2023/07/01 14:15:47.400
0,5,32510,20580,11930,2023/07/01 14:16:17.461
0,0,32510,20580,11930,2023/07/01 14:16:47.517
0,0,32510,20580,11930,2023/07/01 14:17:17.581
0,0,32510,20580,11930,2023/07/01 14:17:47.621
0,42,32510,20580,11930,2023/07/01 14:18:17.704
0,0,32510,20580,11930,2023/07/01 14:18:47.761
0,0,32510,20580,11930,2023/07/01 14:19:17.823
0,0,32510,20580,11930,2023/07/01 14:19:47.887
0,0,32510,20580,11930,2023/07/01 14:20:17.962
0,0,32510,20580,11930,2023/07/01 14:20:48.026
0,0,32510,20580,11930,2023/07/01 14:21:18.089
0,33,32510,20580,11930,2023/07/01 14:21:48.158
0,0,32510,20580,11930,2023/07/01 14:22:18.216
0,0,32510,20580,11930,2023/07/01 14:22:48.269
0,0,32510,20580,11930,2023/07/01 14:23:18.339
0,0,32510,20580,11930,2023/07/01 14:23:48.394
0,0,32510,20580,11930,2023/07/01 14:24:18.450
0,0,32510,20580,11930,2023/07/01 14:24:48.537
0,0,32510,20580,11930,2023/07/01 14:25:18.588
0,16,32510,20580,11930,2023/07/01 14:25:48.668
0,0,32510,20580,11930,2023/07/01 14:26:18.749
0,100,32510,20580,11930,2023/07/01 14:26:48.783
0,0,32510,20580,11930,2023/07/01 14:27:18.850
0,0,32510,20580,11930,2023/07/01 14:27:48.887
0,14,32510,20580,11930,2023/07/01 14:28:18.958
0,0,32510,20580,11930,2023/07/01 14:28:49.020
0,0,32510,20580,11930,2023/07/01 14:29:19.062
0,2,32510,20580,11930,2023/07/01 14:29:49.150
0,22,32510,20580,11930,2023/07/01 14:30:19.190
0,0,32510,20580,11930,2023/07/01 14:30:49.262
0,0,32510,20580,11930,2023/07/01 14:31:19.328
0,0,32510,20580,11930,2023/07/01 14:31:49.378
0,18,32510,20580,11930,2023/07/01 14:32:19.444
0,0,32510,20580,11930,2023/07/01 14:32:49.477
0,62,32510,20580,11930,2023/07/01 14:33:19.564
0,0,32510,20580,11930,2023/07/01 14:33:49.599
0,0,32510,20580,11930,2023/07/01 14:34:19.654
0,0,32510,20580,11930,2023/07/01 14:34:49.712
0,0,32510,20580,11930,2023/07/01 14:35:19.775
0,0,32510,20580,11930,2023/07/01 14:35:49.850
0,0,32510,20580,11930,2023/07/01 14:36:19.912
0,0,32510,20580,11930,2023/07/01 14:36:49.976
0,0,32510,20580,11930,2023/07/01 14:37:20.049
0,0,32510,20580,11930,2023/07/01 14:37:50.103
0,61,32510,20580,11930,2023/07/01 14:38:20.164
0,51,32510,20580,11930,2023/07/01 14:38:50.240
0,0,32510,20580,11930,2023/07/01 14:39:20.301
0,0,32510,20580,11930,2023/07/01 14:39:50.363
0,0,32510,20580,11930,2023/07/01 14:40:20.419
0,0,32510,20580,11930,2023/07/01 14:40:50.488
0,0,32510,20580,11930,2023/07/01 14:41:20.562
0,33,32510,20580,11930,2023/07/01 14:41:50.647
0,70,32510,20580,11930,2023/07/01 14:42:20.751
0,13,32510,20580,11930,2023/07/01 14:42:50.839
0,30,32510,20580,11930,2023/07/01 14:43:20.873
0,0,32510,20580,11930,2023/07/01 14:43:50.954
0,0,32510,20580,11930,2023/07/01 14:44:21.017
0,0,32510,20580,11930,2023/07/01 14:44:51.078
0,0,32510,20580,11930,2023/07/01 14:45:21.158
0,0,32510,20580,11930,2023/07/01 14:45:51.245
0,0,32510,20580,11930,2023/07/01 14:46:21.306
